Date,SKU,Product Name,City,Sales
2025-01-31,P002,Matty Dog Bed,Mumbai,177
2025-01-31,P003,Park Range Pet Shampoo,Mumbai,0
2025-01-31,P004,Old Mint Pet Shampoos,Mumbai,182
2025-01-31,P005,Reflective Dog RainCoat,Mumbai,34
2025-01-31,G001,Crafting Chandlar,Mumbai,38
2025-01-31,G002,Desi Kurti,Mumbai,104
2025-01-31,G003,Family Cake and Card Combo,Mumbai,41
2025-01-31,G004,Exact Flower Vase,Mumbai,116
2025-01-31,G005,Friends Dinner Set,Mumbai,31
2025-01-01,F001,Prateek England,Nasik,2
2025-01-01,F002,Lucy Phillepe,Nasik,46
2025-01-01,F003,Badlands,Nasik,10
2025-01-01,F004,Allen Dolly,Nasik,24
2025-01-01,F005,Bucchi,Nasik,34
2025-01-01,M001,Jhaomi,Nasik,11
2025-01-01,M002,Samson,Nasik,18
2025-01-01,M003,Mokia,Nasik,4
2025-01-01,M004,Hotorola,Nasik,17
2025-01-01,M005,2plus,Nasik,13
2025-01-01,B001,Harry putar,Nasik,11
2025-01-01,B002,4 states,Nasik,17
2025-01-01,B003,Shaktiman Returns,Nasik,32
2025-01-01,B004,Goli's Travel,Nasik,26
2025-01-01,B005,Story of Your Life,Nasik,81
2025-01-01,V001,Prince of Dholakpur,Nasik,41
2025-01-01,V002,Nario,Nasik,14
2025-01-01,V003,Pacman,Nasik,52
2025-01-01,V004,LTA Wise City,Nasik,72
2025-01-01,V005,HIFA 2023,Nasik,46
2025-01-01,S001,Abibas Football,Nasik,6
2025-01-01,S002,Rural Terrain Cycles,Nasik,11
2025-01-01,S003,Monex Badminton Rackets,Nasik,18
2025-01-01,S004,Yoga Mattress,Nasik,21
2025-01-01,S005,Rocky Gym Set,Nasik,10
2025-01-01,ME001,Pyllum Trimmers,Nasik,18
2025-01-01,ME002,Softcare Electric Toothbrush,Nasik,8
2025-01-01,ME003,Leg Messager,Nasik,16
2025-01-01,ME004,NoFat Weighing Scale,Nasik,13
2025-01-01,ME005,Screw Activity Watch,Nasik,26
2025-01-01,K001,SureIt Purifier,Nasik,29
2025-01-01,K002,Parrot Induction Stove,Nasik,1
2025-01-01,K003,Jalepenoware Tiffin,Nasik,34
2025-01-01,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,10
2025-01-01,K005,Mr.Clean Dishwasher,Nasik,11
2025-01-01,H001,Blessing Atta 10kg pack,Nasik,104
2025-01-01,H002,Amazing CornFlakes,Nasik,64
2025-01-01,H003,Tata Yellow Label,Nasik,69
2025-01-01,H004,Descafe Gold Blend coffee,Nasik,64
2025-01-01,H005,Handmade Basmati Rice,Nasik,36
2025-01-01,P001,Podigree Dog Food,Nasik,47
2025-01-01,P002,Matty Dog Bed,Nasik,44
2025-01-01,P003,Park Range Pet Shampoo,Nasik,68
2025-01-01,P004,Old Mint Pet Shampoos,Nasik,79
2025-01-01,P005,Reflective Dog RainCoat,Nasik,34
2025-01-01,G001,Crafting Chandlar,Nasik,18
2025-01-01,G002,Desi Kurti,Nasik,14
2025-01-01,G003,Family Cake and Card Combo,Nasik,20
2025-01-01,G004,Exact Flower Vase,Nasik,36
2025-01-01,G005,Friends Dinner Set,Nasik,47
2025-01-02,F001,Prateek England,Nasik,50
2025-01-02,F002,Lucy Phillepe,Nasik,29
2025-01-02,F003,Badlands,Nasik,39
2025-01-02,F004,Allen Dolly,Nasik,79
2025-01-02,F005,Bucchi,Nasik,57
2025-01-02,M001,Jhaomi,Nasik,2
2025-01-02,M002,Samson,Nasik,7
2025-01-02,M003,Mokia,Nasik,10
2025-01-02,M004,Hotorola,Nasik,0
2025-01-02,M005,2plus,Nasik,4
2025-01-02,B001,Harry putar,Nasik,30
2025-01-02,B002,4 states,Nasik,14
2025-01-02,B003,Shaktiman Returns,Nasik,33
2025-01-02,B004,Goli's Travel,Nasik,0
2025-01-02,B005,Story of Your Life,Nasik,51
2025-01-02,V001,Prince of Dholakpur,Nasik,101
2025-01-02,V002,Nario,Nasik,60
2025-01-02,V003,Pacman,Nasik,19
2025-01-02,V004,LTA Wise City,Nasik,2
2025-01-02,V005,HIFA 2023,Nasik,9
2025-01-02,S001,Abibas Football,Nasik,29
2025-01-02,S002,Rural Terrain Cycles,Nasik,20
2025-01-02,S003,Monex Badminton Rackets,Nasik,24
2025-01-02,S004,Yoga Mattress,Nasik,2
2025-01-02,S005,Rocky Gym Set,Nasik,1
2025-01-02,ME001,Pyllum Trimmers,Nasik,25
2025-01-02,ME002,Softcare Electric Toothbrush,Nasik,10
2025-01-02,ME003,Leg Messager,Nasik,13
2025-01-02,ME004,NoFat Weighing Scale,Nasik,4
2025-01-02,ME005,Screw Activity Watch,Nasik,37
2025-01-02,K001,SureIt Purifier,Nasik,7
2025-01-02,K002,Parrot Induction Stove,Nasik,8
2025-01-02,K003,Jalepenoware Tiffin,Nasik,4
2025-01-02,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,4
2025-01-02,K005,Mr.Clean Dishwasher,Nasik,39
2025-01-02,H001,Blessing Atta 10kg pack,Nasik,112
2025-01-02,H002,Amazing CornFlakes,Nasik,64
2025-01-02,H003,Tata Yellow Label,Nasik,29
2025-01-02,H004,Descafe Gold Blend coffee,Nasik,79
2025-01-02,H005,Handmade Basmati Rice,Nasik,22
2025-01-02,P001,Podigree Dog Food,Nasik,57
2025-01-02,P002,Matty Dog Bed,Nasik,54
2025-01-02,P003,Park Range Pet Shampoo,Nasik,60
2025-01-02,P004,Old Mint Pet Shampoos,Nasik,52
2025-01-02,P005,Reflective Dog RainCoat,Nasik,62
2025-01-02,G001,Crafting Chandlar,Nasik,54
2025-01-02,G002,Desi Kurti,Nasik,3
2025-01-02,G003,Family Cake and Card Combo,Nasik,32
2025-01-02,G004,Exact Flower Vase,Nasik,18
2025-01-02,G005,Friends Dinner Set,Nasik,22
2025-01-03,F001,Prateek England,Nasik,40
2025-01-03,F002,Lucy Phillepe,Nasik,46
2025-01-03,F003,Badlands,Nasik,52
2025-01-03,F004,Allen Dolly,Nasik,77
2025-01-03,F005,Bucchi,Nasik,1
2025-01-03,M001,Jhaomi,Nasik,6
2025-01-03,M002,Samson,Nasik,17
2025-01-03,M003,Mokia,Nasik,3
2025-01-03,M004,Hotorola,Nasik,4
2025-01-03,M005,2plus,Nasik,13
2025-01-03,B001,Harry putar,Nasik,18
2025-01-03,B002,4 states,Nasik,0
2025-01-03,B003,Shaktiman Returns,Nasik,19
2025-01-03,B004,Goli's Travel,Nasik,12
2025-01-03,B005,Story of Your Life,Nasik,111
2025-01-03,V001,Prince of Dholakpur,Nasik,18
2025-01-03,V002,Nario,Nasik,59
2025-01-03,V003,Pacman,Nasik,3
2025-01-03,V004,LTA Wise City,Nasik,60
2025-01-03,V005,HIFA 2023,Nasik,26
2025-01-03,S001,Abibas Football,Nasik,7
2025-01-03,S002,Rural Terrain Cycles,Nasik,21
2025-01-03,S003,Monex Badminton Rackets,Nasik,7
2025-01-03,S004,Yoga Mattress,Nasik,0
2025-01-03,S005,Rocky Gym Set,Nasik,10
2025-01-03,ME001,Pyllum Trimmers,Nasik,6
2025-01-03,ME002,Softcare Electric Toothbrush,Nasik,17
2025-01-03,ME003,Leg Messager,Nasik,8
2025-01-03,ME004,NoFat Weighing Scale,Nasik,34
2025-01-03,ME005,Screw Activity Watch,Nasik,13
2025-01-03,K001,SureIt Purifier,Nasik,11
2025-01-03,K002,Parrot Induction Stove,Nasik,35
2025-01-03,K003,Jalepenoware Tiffin,Nasik,7
2025-01-03,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,7
2025-01-03,K005,Mr.Clean Dishwasher,Nasik,36
2025-01-03,H001,Blessing Atta 10kg pack,Nasik,60
2025-01-03,H002,Amazing CornFlakes,Nasik,34
2025-01-03,H003,Tata Yellow Label,Nasik,82
2025-01-03,H004,Descafe Gold Blend coffee,Nasik,64
2025-01-03,H005,Handmade Basmati Rice,Nasik,129
2025-01-03,P001,Podigree Dog Food,Nasik,63
2025-01-03,P002,Matty Dog Bed,Nasik,48
2025-01-03,P003,Park Range Pet Shampoo,Nasik,42
2025-01-03,P004,Old Mint Pet Shampoos,Nasik,6
2025-01-03,P005,Reflective Dog RainCoat,Nasik,30
2025-01-03,G001,Crafting Chandlar,Nasik,65
2025-01-03,G002,Desi Kurti,Nasik,4
2025-01-03,G003,Family Cake and Card Combo,Nasik,61
2025-01-03,G004,Exact Flower Vase,Nasik,11
2025-01-03,G005,Friends Dinner Set,Nasik,2
2025-01-04,F001,Prateek England,Nasik,36
2025-01-04,F002,Lucy Phillepe,Nasik,106
2025-01-04,F003,Badlands,Nasik,76
2025-01-04,F004,Allen Dolly,Nasik,71
2025-01-04,F005,Bucchi,Nasik,49
2025-01-04,M001,Jhaomi,Nasik,35
2025-01-04,M002,Samson,Nasik,2
2025-01-04,M003,Mokia,Nasik,3
2025-01-04,M004,Hotorola,Nasik,22
2025-01-04,M005,2plus,Nasik,29
2025-01-04,B001,Harry putar,Nasik,19
2025-01-04,B002,4 states,Nasik,26
2025-01-04,B003,Shaktiman Returns,Nasik,4
2025-01-04,B004,Goli's Travel,Nasik,6
2025-01-04,B005,Story of Your Life,Nasik,36
2025-01-04,V001,Prince of Dholakpur,Nasik,35
2025-01-04,V002,Nario,Nasik,5
2025-01-04,V003,Pacman,Nasik,20
2025-01-04,V004,LTA Wise City,Nasik,17
2025-01-04,V005,HIFA 2023,Nasik,11
2025-01-04,S001,Abibas Football,Nasik,19
2025-01-04,S002,Rural Terrain Cycles,Nasik,5
2025-01-04,S003,Monex Badminton Rackets,Nasik,6
2025-01-04,S004,Yoga Mattress,Nasik,0
2025-01-04,S005,Rocky Gym Set,Nasik,9
2025-01-04,ME001,Pyllum Trimmers,Nasik,9
2025-01-04,ME002,Softcare Electric Toothbrush,Nasik,36
2025-01-04,ME003,Leg Messager,Nasik,10
2025-01-04,ME004,NoFat Weighing Scale,Nasik,5
2025-01-04,ME005,Screw Activity Watch,Nasik,3
2025-01-04,K001,SureIt Purifier,Nasik,12
2025-01-04,K002,Parrot Induction Stove,Nasik,20
2025-01-04,K003,Jalepenoware Tiffin,Nasik,28
2025-01-04,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,16
2025-01-04,K005,Mr.Clean Dishwasher,Nasik,30
2025-01-04,H001,Blessing Atta 10kg pack,Nasik,102
2025-01-04,H002,Amazing CornFlakes,Nasik,81
2025-01-04,H003,Tata Yellow Label,Nasik,71
2025-01-04,H004,Descafe Gold Blend coffee,Nasik,100
2025-01-04,H005,Handmade Basmati Rice,Nasik,104
2025-01-04,P001,Podigree Dog Food,Nasik,9
2025-01-04,P002,Matty Dog Bed,Nasik,87
2025-01-04,P003,Park Range Pet Shampoo,Nasik,26
2025-01-04,P004,Old Mint Pet Shampoos,Nasik,15
2025-01-04,P005,Reflective Dog RainCoat,Nasik,13
2025-01-04,G001,Crafting Chandlar,Nasik,42
2025-01-04,G002,Desi Kurti,Nasik,15
2025-01-04,G003,Family Cake and Card Combo,Nasik,33
2025-01-04,G004,Exact Flower Vase,Nasik,16
2025-01-04,G005,Friends Dinner Set,Nasik,3
2025-01-05,F001,Prateek England,Nasik,60
2025-01-05,F002,Lucy Phillepe,Nasik,15
2025-01-05,F003,Badlands,Nasik,83
2025-01-05,F004,Allen Dolly,Nasik,11
2025-01-05,F005,Bucchi,Nasik,3
2025-01-05,M001,Jhaomi,Nasik,35
2025-01-05,M002,Samson,Nasik,15
2025-01-05,M003,Mokia,Nasik,20
2025-01-05,M004,Hotorola,Nasik,24
2025-01-05,M005,2plus,Nasik,5
2025-01-05,B001,Harry putar,Nasik,42
2025-01-05,B002,4 states,Nasik,47
2025-01-05,B003,Shaktiman Returns,Nasik,31
2025-01-05,B004,Goli's Travel,Nasik,2
2025-01-05,B005,Story of Your Life,Nasik,47
2025-01-05,V001,Prince of Dholakpur,Nasik,57
2025-01-05,V002,Nario,Nasik,80
2025-01-05,V003,Pacman,Nasik,45
2025-01-05,V004,LTA Wise City,Nasik,5
2025-01-05,V005,HIFA 2023,Nasik,10
2025-01-05,S001,Abibas Football,Nasik,25
2025-01-05,S002,Rural Terrain Cycles,Nasik,9
2025-01-05,S003,Monex Badminton Rackets,Nasik,37
2025-01-05,S004,Yoga Mattress,Nasik,6
2025-01-05,S005,Rocky Gym Set,Nasik,15
2025-01-05,ME001,Pyllum Trimmers,Nasik,22
2025-01-05,ME002,Softcare Electric Toothbrush,Nasik,3
2025-01-05,ME003,Leg Messager,Nasik,1
2025-01-05,ME004,NoFat Weighing Scale,Nasik,8
2025-01-05,ME005,Screw Activity Watch,Nasik,8
2025-01-05,K001,SureIt Purifier,Nasik,11
2025-01-05,K002,Parrot Induction Stove,Nasik,18
2025-01-05,K003,Jalepenoware Tiffin,Nasik,26
2025-01-05,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,32
2025-01-05,K005,Mr.Clean Dishwasher,Nasik,23
2025-01-05,H001,Blessing Atta 10kg pack,Nasik,28
2025-01-05,H002,Amazing CornFlakes,Nasik,127
2025-01-05,H003,Tata Yellow Label,Nasik,69
2025-01-05,H004,Descafe Gold Blend coffee,Nasik,72
2025-01-05,H005,Handmade Basmati Rice,Nasik,114
2025-01-05,P001,Podigree Dog Food,Nasik,24
2025-01-05,P002,Matty Dog Bed,Nasik,23
2025-01-05,P003,Park Range Pet Shampoo,Nasik,4
2025-01-05,P004,Old Mint Pet Shampoos,Nasik,84
2025-01-05,P005,Reflective Dog RainCoat,Nasik,44
2025-01-05,G001,Crafting Chandlar,Nasik,43
2025-01-05,G002,Desi Kurti,Nasik,68
2025-01-05,G003,Family Cake and Card Combo,Nasik,58
2025-01-05,G004,Exact Flower Vase,Nasik,0
2025-01-05,G005,Friends Dinner Set,Nasik,21
2025-01-06,F001,Prateek England,Nasik,39
2025-01-06,F002,Lucy Phillepe,Nasik,20
2025-01-06,F003,Badlands,Nasik,16
2025-01-06,F004,Allen Dolly,Nasik,58
2025-01-06,F005,Bucchi,Nasik,69
2025-01-06,M001,Jhaomi,Nasik,10
2025-01-06,M002,Samson,Nasik,11
2025-01-06,M003,Mokia,Nasik,26
2025-01-06,M004,Hotorola,Nasik,28
2025-01-06,M005,2plus,Nasik,7
2025-01-06,B001,Harry putar,Nasik,4
2025-01-06,B002,4 states,Nasik,20
2025-01-06,B003,Shaktiman Returns,Nasik,36
2025-01-06,B004,Goli's Travel,Nasik,26
2025-01-06,B005,Story of Your Life,Nasik,65
2025-01-06,V001,Prince of Dholakpur,Nasik,9
2025-01-06,V002,Nario,Nasik,88
2025-01-06,V003,Pacman,Nasik,41
2025-01-06,V004,LTA Wise City,Nasik,25
2025-01-06,V005,HIFA 2023,Nasik,26
2025-01-06,S001,Abibas Football,Nasik,26
2025-01-06,S002,Rural Terrain Cycles,Nasik,6
2025-01-06,S003,Monex Badminton Rackets,Nasik,2
2025-01-06,S004,Yoga Mattress,Nasik,23
2025-01-06,S005,Rocky Gym Set,Nasik,4
2025-01-06,ME001,Pyllum Trimmers,Nasik,12
2025-01-06,ME002,Softcare Electric Toothbrush,Nasik,7
2025-01-06,ME003,Leg Messager,Nasik,2
2025-01-06,ME004,NoFat Weighing Scale,Nasik,17
2025-01-06,ME005,Screw Activity Watch,Nasik,26
2025-01-06,K001,SureIt Purifier,Nasik,8
2025-01-06,K002,Parrot Induction Stove,Nasik,21
2025-01-06,K003,Jalepenoware Tiffin,Nasik,3
2025-01-06,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,40
2025-01-06,K005,Mr.Clean Dishwasher,Nasik,9
2025-01-06,H001,Blessing Atta 10kg pack,Nasik,130
2025-01-06,H002,Amazing CornFlakes,Nasik,43
2025-01-06,H003,Tata Yellow Label,Nasik,22
2025-01-06,H004,Descafe Gold Blend coffee,Nasik,95
2025-01-06,H005,Handmade Basmati Rice,Nasik,36
2025-01-06,P001,Podigree Dog Food,Nasik,9
2025-01-06,P002,Matty Dog Bed,Nasik,48
2025-01-06,P003,Park Range Pet Shampoo,Nasik,12
2025-01-06,P004,Old Mint Pet Shampoos,Nasik,19
2025-01-06,P005,Reflective Dog RainCoat,Nasik,33
2025-01-06,G001,Crafting Chandlar,Nasik,41
2025-01-06,G002,Desi Kurti,Nasik,26
2025-01-06,G003,Family Cake and Card Combo,Nasik,22
2025-01-06,G004,Exact Flower Vase,Nasik,53
2025-01-06,G005,Friends Dinner Set,Nasik,50
2025-01-07,F001,Prateek England,Nasik,47
2025-01-07,F002,Lucy Phillepe,Nasik,38
2025-01-07,F003,Badlands,Nasik,95
2025-01-07,F004,Allen Dolly,Nasik,35
2025-01-07,F005,Bucchi,Nasik,21
2025-01-07,M001,Jhaomi,Nasik,11
2025-01-07,M002,Samson,Nasik,2
2025-01-07,M003,Mokia,Nasik,8
2025-01-07,M004,Hotorola,Nasik,6
2025-01-07,M005,2plus,Nasik,13
2025-01-07,B001,Harry putar,Nasik,15
2025-01-07,B002,4 states,Nasik,2
2025-01-07,B003,Shaktiman Returns,Nasik,14
2025-01-07,B004,Goli's Travel,Nasik,26
2025-01-07,B005,Story of Your Life,Nasik,20
2025-01-07,V001,Prince of Dholakpur,Nasik,37
2025-01-07,V002,Nario,Nasik,56
2025-01-07,V003,Pacman,Nasik,109
2025-01-07,V004,LTA Wise City,Nasik,40
2025-01-07,V005,HIFA 2023,Nasik,1
2025-01-07,S001,Abibas Football,Nasik,15
2025-01-07,S002,Rural Terrain Cycles,Nasik,1
2025-01-07,S003,Monex Badminton Rackets,Nasik,22
2025-01-07,S004,Yoga Mattress,Nasik,0
2025-01-07,S005,Rocky Gym Set,Nasik,6
2025-01-07,ME001,Pyllum Trimmers,Nasik,8
2025-01-07,ME002,Softcare Electric Toothbrush,Nasik,1
2025-01-07,ME003,Leg Messager,Nasik,5
2025-01-07,ME004,NoFat Weighing Scale,Nasik,4
2025-01-07,ME005,Screw Activity Watch,Nasik,10
2025-01-07,K001,SureIt Purifier,Nasik,24
2025-01-07,K002,Parrot Induction Stove,Nasik,29
2025-01-07,K003,Jalepenoware Tiffin,Nasik,33
2025-01-07,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,38
2025-01-07,K005,Mr.Clean Dishwasher,Nasik,28
2025-01-07,H001,Blessing Atta 10kg pack,Nasik,35
2025-01-07,H002,Amazing CornFlakes,Nasik,44
2025-01-07,H003,Tata Yellow Label,Nasik,108
2025-01-07,H004,Descafe Gold Blend coffee,Nasik,128
2025-01-07,H005,Handmade Basmati Rice,Nasik,65
2025-01-07,P001,Podigree Dog Food,Nasik,7
2025-01-07,P002,Matty Dog Bed,Nasik,16
2025-01-07,P003,Park Range Pet Shampoo,Nasik,42
2025-01-07,P004,Old Mint Pet Shampoos,Nasik,17
2025-01-07,P005,Reflective Dog RainCoat,Nasik,57
2025-01-07,G001,Crafting Chandlar,Nasik,23
2025-01-07,G002,Desi Kurti,Nasik,5
2025-01-07,G003,Family Cake and Card Combo,Nasik,19
2025-01-07,G004,Exact Flower Vase,Nasik,72
2025-01-07,G005,Friends Dinner Set,Nasik,40
2025-01-08,F001,Prateek England,Nasik,15
2025-01-08,F002,Lucy Phillepe,Nasik,82
2025-01-08,F003,Badlands,Nasik,36
2025-01-08,F004,Allen Dolly,Nasik,83
2025-01-08,F005,Bucchi,Nasik,18
2025-01-08,M001,Jhaomi,Nasik,2
2025-01-08,M002,Samson,Nasik,0
2025-01-08,M003,Mokia,Nasik,12
2025-01-08,M004,Hotorola,Nasik,20
2025-01-08,M005,2plus,Nasik,30
2025-01-08,B001,Harry putar,Nasik,43
2025-01-08,B002,4 states,Nasik,8
2025-01-08,B003,Shaktiman Returns,Nasik,29
2025-01-08,B004,Goli's Travel,Nasik,29
2025-01-08,B005,Story of Your Life,Nasik,55
2025-01-08,V001,Prince of Dholakpur,Nasik,10
2025-01-08,V002,Nario,Nasik,10
2025-01-08,V003,Pacman,Nasik,31
2025-01-08,V004,LTA Wise City,Nasik,35
2025-01-08,V005,HIFA 2023,Nasik,15
2025-01-08,S001,Abibas Football,Nasik,31
2025-01-08,S002,Rural Terrain Cycles,Nasik,6
2025-01-08,S003,Monex Badminton Rackets,Nasik,7
2025-01-08,S004,Yoga Mattress,Nasik,7
2025-01-08,S005,Rocky Gym Set,Nasik,4
2025-01-08,ME001,Pyllum Trimmers,Nasik,14
2025-01-08,ME002,Softcare Electric Toothbrush,Nasik,3
2025-01-08,ME003,Leg Messager,Nasik,9
2025-01-08,ME004,NoFat Weighing Scale,Nasik,13
2025-01-08,ME005,Screw Activity Watch,Nasik,18
2025-01-08,K001,SureIt Purifier,Nasik,10
2025-01-08,K002,Parrot Induction Stove,Nasik,15
2025-01-08,K003,Jalepenoware Tiffin,Nasik,20
2025-01-08,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,7
2025-01-08,K005,Mr.Clean Dishwasher,Nasik,20
2025-01-08,H001,Blessing Atta 10kg pack,Nasik,75
2025-01-08,H002,Amazing CornFlakes,Nasik,30
2025-01-08,H003,Tata Yellow Label,Nasik,27
2025-01-08,H004,Descafe Gold Blend coffee,Nasik,114
2025-01-08,H005,Handmade Basmati Rice,Nasik,92
2025-01-08,P001,Podigree Dog Food,Nasik,45
2025-01-08,P002,Matty Dog Bed,Nasik,64
2025-01-08,P003,Park Range Pet Shampoo,Nasik,8
2025-01-08,P004,Old Mint Pet Shampoos,Nasik,43
2025-01-08,P005,Reflective Dog RainCoat,Nasik,2
2025-01-08,G001,Crafting Chandlar,Nasik,32
2025-01-08,G002,Desi Kurti,Nasik,24
2025-01-08,G003,Family Cake and Card Combo,Nasik,18
2025-01-08,G004,Exact Flower Vase,Nasik,42
2025-01-08,G005,Friends Dinner Set,Nasik,18
2025-01-09,F001,Prateek England,Nasik,73
2025-01-09,F002,Lucy Phillepe,Nasik,51
2025-01-09,F003,Badlands,Nasik,59
2025-01-09,F004,Allen Dolly,Nasik,77
2025-01-09,F005,Bucchi,Nasik,18
2025-01-09,M001,Jhaomi,Nasik,14
2025-01-09,M002,Samson,Nasik,18
2025-01-09,M003,Mokia,Nasik,3
2025-01-09,M004,Hotorola,Nasik,3
2025-01-09,M005,2plus,Nasik,8
2025-01-09,B001,Harry putar,Nasik,29
2025-01-09,B002,4 states,Nasik,22
2025-01-09,B003,Shaktiman Returns,Nasik,22
2025-01-09,B004,Goli's Travel,Nasik,24
2025-01-09,B005,Story of Your Life,Nasik,40
2025-01-09,V001,Prince of Dholakpur,Nasik,38
2025-01-09,V002,Nario,Nasik,17
2025-01-09,V003,Pacman,Nasik,59
2025-01-09,V004,LTA Wise City,Nasik,22
2025-01-09,V005,HIFA 2023,Nasik,24
2025-01-09,S001,Abibas Football,Nasik,13
2025-01-09,S002,Rural Terrain Cycles,Nasik,3
2025-01-09,S003,Monex Badminton Rackets,Nasik,0
2025-01-09,S004,Yoga Mattress,Nasik,11
2025-01-09,S005,Rocky Gym Set,Nasik,18
2025-01-09,ME001,Pyllum Trimmers,Nasik,12
2025-01-09,ME002,Softcare Electric Toothbrush,Nasik,6
2025-01-09,ME003,Leg Messager,Nasik,10
2025-01-09,ME004,NoFat Weighing Scale,Nasik,7
2025-01-09,ME005,Screw Activity Watch,Nasik,14
2025-01-09,K001,SureIt Purifier,Nasik,7
2025-01-09,K002,Parrot Induction Stove,Nasik,10
2025-01-09,K003,Jalepenoware Tiffin,Nasik,24
2025-01-09,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,7
2025-01-09,K005,Mr.Clean Dishwasher,Nasik,4
2025-01-09,H001,Blessing Atta 10kg pack,Nasik,104
2025-01-09,H002,Amazing CornFlakes,Nasik,45
2025-01-09,H003,Tata Yellow Label,Nasik,32
2025-01-09,H004,Descafe Gold Blend coffee,Nasik,5
2025-01-09,H005,Handmade Basmati Rice,Nasik,108
2025-01-09,P001,Podigree Dog Food,Nasik,74
2025-01-09,P002,Matty Dog Bed,Nasik,0
2025-01-09,P003,Park Range Pet Shampoo,Nasik,13
2025-01-09,P004,Old Mint Pet Shampoos,Nasik,58
2025-01-09,P005,Reflective Dog RainCoat,Nasik,1
2025-01-09,G001,Crafting Chandlar,Nasik,72
2025-01-09,G002,Desi Kurti,Nasik,13
2025-01-09,G003,Family Cake and Card Combo,Nasik,46
2025-01-09,G004,Exact Flower Vase,Nasik,12
2025-01-09,G005,Friends Dinner Set,Nasik,38
2025-01-10,F001,Prateek England,Nasik,6
2025-01-10,F002,Lucy Phillepe,Nasik,8
2025-01-10,F003,Badlands,Nasik,33
2025-01-10,F004,Allen Dolly,Nasik,34
2025-01-10,F005,Bucchi,Nasik,65
2025-01-10,M001,Jhaomi,Nasik,11
2025-01-10,M002,Samson,Nasik,1
2025-01-10,M003,Mokia,Nasik,0
2025-01-10,M004,Hotorola,Nasik,26
2025-01-10,M005,2plus,Nasik,16
2025-01-10,B001,Harry putar,Nasik,23
2025-01-10,B002,4 states,Nasik,33
2025-01-10,B003,Shaktiman Returns,Nasik,34
2025-01-10,B004,Goli's Travel,Nasik,13
2025-01-10,B005,Story of Your Life,Nasik,42
2025-01-10,V001,Prince of Dholakpur,Nasik,20
2025-01-10,V002,Nario,Nasik,25
2025-01-10,V003,Pacman,Nasik,112
2025-01-10,V004,LTA Wise City,Nasik,15
2025-01-10,V005,HIFA 2023,Nasik,105
2025-01-10,S001,Abibas Football,Nasik,40
2025-01-10,S002,Rural Terrain Cycles,Nasik,19
2025-01-10,S003,Monex Badminton Rackets,Nasik,11
2025-01-10,S004,Yoga Mattress,Nasik,16
2025-01-10,S005,Rocky Gym Set,Nasik,20
2025-01-10,ME001,Pyllum Trimmers,Nasik,5
2025-01-10,ME002,Softcare Electric Toothbrush,Nasik,7
2025-01-10,ME003,Leg Messager,Nasik,4
2025-01-10,ME004,NoFat Weighing Scale,Nasik,38
2025-01-10,ME005,Screw Activity Watch,Nasik,3
2025-01-10,K001,SureIt Purifier,Nasik,14
2025-01-10,K002,Parrot Induction Stove,Nasik,17
2025-01-10,K003,Jalepenoware Tiffin,Nasik,13
2025-01-10,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,28
2025-01-10,K005,Mr.Clean Dishwasher,Nasik,29
2025-01-10,H001,Blessing Atta 10kg pack,Nasik,60
2025-01-10,H002,Amazing CornFlakes,Nasik,59
2025-01-10,H003,Tata Yellow Label,Nasik,72
2025-01-10,H004,Descafe Gold Blend coffee,Nasik,112
2025-01-10,H005,Handmade Basmati Rice,Nasik,22
2025-01-10,P001,Podigree Dog Food,Nasik,58
2025-01-10,P002,Matty Dog Bed,Nasik,49
2025-01-10,P003,Park Range Pet Shampoo,Nasik,52
2025-01-10,P004,Old Mint Pet Shampoos,Nasik,6
2025-01-10,P005,Reflective Dog RainCoat,Nasik,59
2025-01-10,G001,Crafting Chandlar,Nasik,34
2025-01-10,G002,Desi Kurti,Nasik,57
2025-01-10,G003,Family Cake and Card Combo,Nasik,19
2025-01-10,G004,Exact Flower Vase,Nasik,77
2025-01-10,G005,Friends Dinner Set,Nasik,4
2025-01-11,F001,Prateek England,Nasik,20
2025-01-11,F002,Lucy Phillepe,Nasik,43
2025-01-11,F003,Badlands,Nasik,106
2025-01-11,F004,Allen Dolly,Nasik,71
2025-01-11,F005,Bucchi,Nasik,76
2025-01-11,M001,Jhaomi,Nasik,7
2025-01-11,M002,Samson,Nasik,0
2025-01-11,M003,Mokia,Nasik,17
2025-01-11,M004,Hotorola,Nasik,22
2025-01-11,M005,2plus,Nasik,12
2025-01-11,B001,Harry putar,Nasik,9
2025-01-11,B002,4 states,Nasik,15
2025-01-11,B003,Shaktiman Returns,Nasik,25
2025-01-11,B004,Goli's Travel,Nasik,4
2025-01-11,B005,Story of Your Life,Nasik,76
2025-01-11,V001,Prince of Dholakpur,Nasik,6
2025-01-11,V002,Nario,Nasik,35
