,Date,SKU,Product Name,City,Sales,Description,Category,Price
1446,2025-01-29,G002,Desi Kurti,Mumbai,33,Desi Kurti,Gifting,2070
1447,2025-01-29,G003,Family Cake and Card Combo,Mumbai,130,Family Cake and Card Combo,Gifting,1180
1448,2025-01-29,G004,Exact Flower Vase,Mumbai,113,Exact Flower Vase,Gifting,4520
1449,2025-01-29,G005,Friends Dinner Set,Mumbai,43,Friends Dinner Set,Gifting,5590
1450,2025-01-30,F001,Prateek England,Mumbai,33,Prateek England,Fashion ,1104
1451,2025-01-30,F002,Lucy Phillepe,Mumbai,74,Lucy Phillepe,Fashion ,2485
1452,2025-01-30,F003,Badlands,Mumbai,87,Badlands,Fashion ,1425
1453,2025-01-30,F004,Allen Dolly,Mumbai,15,Allen Dolly,Fashion ,2640
1454,2025-01-30,F005,Bucchi,Mumbai,24,Bucchi,Fashion ,11299
1455,2025-01-30,M001,Jhaomi,Mumbai,10,Jhaomi,Mobiles,32400
1456,2025-01-30,M002,Samson,Mumbai,20,Samson,Mobiles,20750
1457,2025-01-30,M003,Mokia,Mumbai,5,Mokia,Mobiles,12600
1458,2025-01-30,M004,Hotorola,Mumbai,33,Hotorola,Mobiles,55000
1459,2025-01-30,M005,2plus,Mumbai,43,2plus,Mobiles,39760
1460,2025-01-30,B001,Harry putar,Mumbai,18,Harry putar ,Books,2610
1461,2025-01-30,B002,4 states,Mumbai,76,4 states ,Books,892
1462,2025-01-30,B003,Shaktiman Returns,Mumbai,23,Shaktiman Returns,Books,262
1463,2025-01-30,B004,Goli's Travel,Mumbai,60,Goli's Travel,Books,540
1464,2025-01-30,B005,Story of Your Life,Mumbai,62,Story of Your Life,Books,940
1465,2025-01-30,V001,Prince of Dholakpur,Mumbai,14,Prince of Dholakpur,Video Games ,1222
1466,2025-01-30,V002,Nario,Mumbai,86,Nario,Video Games ,610
1467,2025-01-30,V003,Pacman,Mumbai,34,Pacman,Video Games ,112
1468,2025-01-30,V004,LTA Wise City,Mumbai,65,LTA Wise City,Video Games ,3000
1469,2025-01-30,V005,HIFA 2023,Mumbai,11,HIFA 2023,Video Games ,2394
1470,2025-01-30,S001,Abibas Football,Mumbai,33,Abibas Football ,Sports / Fitness,3150
1471,2025-01-30,S002,Rural Terrain Cycles,Mumbai,11,Rural Terrain Cycles,Sports / Fitness,13559
1472,2025-01-30,S003,Monex Badminton Rackets,Mumbai,36,Monex Badminton Rackets,Sports / Fitness,5400
1473,2025-01-30,S004,Yoga Mattress,Mumbai,10,Yoga Mattress,Sports / Fitness,621
1474,2025-01-30,S005,Rocky Gym Set,Mumbai,9,Rocky Gym Set,Sports / Fitness,14250
1475,2025-01-30,ME001,Pyllum Trimmers,Mumbai,7,Pyllum Trimmers,Medicines/Healthcare,1740
1476,2025-01-30,ME002,Softcare Electric Toothbrush,Mumbai,11,Softcare Electric Toothbrush,Medicines/Healthcare,1680
1477,2025-01-30,ME003,Leg Messager,Mumbai,0,Leg Messager,Medicines/Healthcare,20900
1478,2025-01-30,ME004,NoFat Weighing Scale,Mumbai,37,NoFat Weighing Scale,Medicines/Healthcare,747
1479,2025-01-30,ME005,Screw Activity Watch,Mumbai,8,Screw Activity Watch,Medicines/Healthcare,1302
1480,2025-01-30,K001,SureIt Purifier,Mumbai,17,SureIt Purifier,Kitchen ,4200
1481,2025-01-30,K002,Parrot Induction Stove,Mumbai,2,Parrot Induction Stove,Kitchen ,2415
1482,2025-01-30,K003,Jalepenoware Tiffin,Mumbai,17,Jalepenoware Tiffin,Kitchen ,424
1483,2025-01-30,K004,Yamaka Rex 5000W Mixer Grinder,Mumbai,18,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
1484,2025-01-30,K005,Mr.Clean Dishwasher,Mumbai,18,Mr.Clean Dishwasher,Kitchen ,16140
1485,2025-01-30,H001,Blessing Atta 10kg pack,Mumbai,25,Blessing Atta 10kg pack,Household  ,459
1486,2025-01-30,H002,Amazing CornFlakes,Mumbai,147,Amazing CornFlakes,Household  ,178
1487,2025-01-30,H003,Tata Yellow Label,Mumbai,188,Tata Yellow Label,Household  ,677
1488,2025-01-30,H004,Descafe Gold Blend coffee,Mumbai,176,Descafe Gold Blend coffee,Household  ,516
1489,2025-01-30,H005,Handmade Basmati Rice,Mumbai,294,Handmade Basmati Rice,Household  ,664
1490,2025-01-30,P001,Podigree Dog Food,Mumbai,2,Podigree Dog Food,Pet Supplies,1498
1491,2025-01-30,P002,Matty Dog Bed,Mumbai,12,Matty Dog Bed,Pet Supplies,5950
1492,2025-01-30,P003,Park Range Pet Shampoo,Mumbai,23,Park Range Pet Shampoo,Pet Supplies,1196
1493,2025-01-30,P004,Old Mint Pet Shampoos,Mumbai,23,Old Mint Pet Shampoos,Pet Supplies,1140
1494,2025-01-30,P005,Reflective Dog RainCoat,Mumbai,15,Reflective Dog RainCoat,Pet Supplies,2688
1495,2025-01-30,G001,Crafting Chandlar,Mumbai,52,Crafting Chandlar ,Gifting,1376
1496,2025-01-30,G002,Desi Kurti,Mumbai,21,Desi Kurti,Gifting,2070
1497,2025-01-30,G003,Family Cake and Card Combo,Mumbai,121,Family Cake and Card Combo,Gifting,1180
1498,2025-01-30,G004,Exact Flower Vase,Mumbai,60,Exact Flower Vase,Gifting,4520
1499,2025-01-30,G005,Friends Dinner Set,Mumbai,29,Friends Dinner Set,Gifting,5590
1500,2025-01-31,F001,Prateek England,Mumbai,29,Prateek England,Fashion ,1104
1501,2025-01-31,F002,Lucy Phillepe,Mumbai,94,Lucy Phillepe,Fashion ,2485
1502,2025-01-31,F003,Badlands,Mumbai,105,Badlands,Fashion ,1425
1503,2025-01-31,F004,Allen Dolly,Mumbai,57,Allen Dolly,Fashion ,2640
1504,2025-01-31,F005,Bucchi,Mumbai,9,Bucchi,Fashion ,11299
1505,2025-01-31,M001,Jhaomi,Mumbai,21,Jhaomi,Mobiles,32400
1506,2025-01-31,M002,Samson,Mumbai,0,Samson,Mobiles,20750
1507,2025-01-31,M003,Mokia,Mumbai,7,Mokia,Mobiles,12600
1508,2025-01-31,M004,Hotorola,Mumbai,14,Hotorola,Mobiles,55000
1509,2025-01-31,M005,2plus,Mumbai,32,2plus,Mobiles,39760
1510,2025-01-31,B001,Harry putar,Mumbai,25,Harry putar ,Books,2610
1511,2025-01-31,B002,4 states,Mumbai,46,4 states ,Books,892
1512,2025-01-31,B003,Shaktiman Returns,Mumbai,67,Shaktiman Returns,Books,262
1513,2025-01-31,B004,Goli's Travel,Mumbai,18,Goli's Travel,Books,540
1514,2025-01-31,B005,Story of Your Life,Mumbai,68,Story of Your Life,Books,940
1515,2025-01-31,V001,Prince of Dholakpur,Mumbai,39,Prince of Dholakpur,Video Games ,1222
1516,2025-01-31,V002,Nario,Mumbai,58,Nario,Video Games ,610
1517,2025-01-31,V003,Pacman,Mumbai,135,Pacman,Video Games ,112
1518,2025-01-31,V004,LTA Wise City,Mumbai,29,LTA Wise City,Video Games ,3000
1519,2025-01-31,V005,HIFA 2023,Mumbai,48,HIFA 2023,Video Games ,2394
1520,2025-01-31,S001,Abibas Football,Mumbai,17,Abibas Football ,Sports / Fitness,3150
1521,2025-01-31,S002,Rural Terrain Cycles,Mumbai,23,Rural Terrain Cycles,Sports / Fitness,13559
1522,2025-01-31,S003,Monex Badminton Rackets,Mumbai,4,Monex Badminton Rackets,Sports / Fitness,5400
1523,2025-01-31,S004,Yoga Mattress,Mumbai,26,Yoga Mattress,Sports / Fitness,621
1524,2025-01-31,S005,Rocky Gym Set,Mumbai,22,Rocky Gym Set,Sports / Fitness,14250
1525,2025-01-31,ME001,Pyllum Trimmers,Mumbai,9,Pyllum Trimmers,Medicines/Healthcare,1740
1526,2025-01-31,ME002,Softcare Electric Toothbrush,Mumbai,5,Softcare Electric Toothbrush,Medicines/Healthcare,1680
1527,2025-01-31,ME003,Leg Messager,Mumbai,8,Leg Messager,Medicines/Healthcare,20900
1528,2025-01-31,ME004,NoFat Weighing Scale,Mumbai,25,NoFat Weighing Scale,Medicines/Healthcare,747
1529,2025-01-31,ME005,Screw Activity Watch,Mumbai,32,Screw Activity Watch,Medicines/Healthcare,1302
1530,2025-01-31,K001,SureIt Purifier,Mumbai,37,SureIt Purifier,Kitchen ,4200
1531,2025-01-31,K002,Parrot Induction Stove,Mumbai,35,Parrot Induction Stove,Kitchen ,2415
1532,2025-01-31,K003,Jalepenoware Tiffin,Mumbai,18,Jalepenoware Tiffin,Kitchen ,424
1533,2025-01-31,K004,Yamaka Rex 5000W Mixer Grinder,Mumbai,28,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
1534,2025-01-31,K005,Mr.Clean Dishwasher,Mumbai,1,Mr.Clean Dishwasher,Kitchen ,16140
1535,2025-01-31,H001,Blessing Atta 10kg pack,Mumbai,188,Blessing Atta 10kg pack,Household  ,459
1536,2025-01-31,H002,Amazing CornFlakes,Mumbai,129,Amazing CornFlakes,Household  ,178
1537,2025-01-31,H003,Tata Yellow Label,Mumbai,91,Tata Yellow Label,Household  ,677
1538,2025-01-31,H004,Descafe Gold Blend coffee,Mumbai,177,Descafe Gold Blend coffee,Household  ,516
1539,2025-01-31,H005,Handmade Basmati Rice,Mumbai,193,Handmade Basmati Rice,Household  ,664
1540,2025-01-31,P001,Podigree Dog Food,Mumbai,47,Podigree Dog Food,Pet Supplies,1498
1541,2025-01-31,P002,Matty Dog Bed,Mumbai,177,Matty Dog Bed,Pet Supplies,5950
1542,2025-01-31,P003,Park Range Pet Shampoo,Mumbai,0,Park Range Pet Shampoo,Pet Supplies,1196
1543,2025-01-31,P004,Old Mint Pet Shampoos,Mumbai,182,Old Mint Pet Shampoos,Pet Supplies,1140
1544,2025-01-31,P005,Reflective Dog RainCoat,Mumbai,34,Reflective Dog RainCoat,Pet Supplies,2688
1545,2025-01-31,G001,Crafting Chandlar,Mumbai,38,Crafting Chandlar ,Gifting,1376
1546,2025-01-31,G002,Desi Kurti,Mumbai,104,Desi Kurti,Gifting,2070
1547,2025-01-31,G003,Family Cake and Card Combo,Mumbai,41,Family Cake and Card Combo,Gifting,1180
1548,2025-01-31,G004,Exact Flower Vase,Mumbai,116,Exact Flower Vase,Gifting,4520
1549,2025-01-31,G005,Friends Dinner Set,Mumbai,31,Friends Dinner Set,Gifting,5590
1550,2025-01-01,F001,Prateek England,Nasik,2,Prateek England,Fashion ,1104
1551,2025-01-01,F002,Lucy Phillepe,Nasik,46,Lucy Phillepe,Fashion ,2485
1552,2025-01-01,F003,Badlands,Nasik,10,Badlands,Fashion ,1425
1553,2025-01-01,F004,Allen Dolly,Nasik,24,Allen Dolly,Fashion ,2640
1554,2025-01-01,F005,Bucchi,Nasik,34,Bucchi,Fashion ,11299
1555,2025-01-01,M001,Jhaomi,Nasik,11,Jhaomi,Mobiles,32400
1556,2025-01-01,M002,Samson,Nasik,18,Samson,Mobiles,20750
1557,2025-01-01,M003,Mokia,Nasik,4,Mokia,Mobiles,12600
1558,2025-01-01,M004,Hotorola,Nasik,17,Hotorola,Mobiles,55000
1559,2025-01-01,M005,2plus,Nasik,13,2plus,Mobiles,39760
1560,2025-01-01,B001,Harry putar,Nasik,11,Harry putar ,Books,2610
1561,2025-01-01,B002,4 states,Nasik,17,4 states ,Books,892
1562,2025-01-01,B003,Shaktiman Returns,Nasik,32,Shaktiman Returns,Books,262
1563,2025-01-01,B004,Goli's Travel,Nasik,26,Goli's Travel,Books,540
1564,2025-01-01,B005,Story of Your Life,Nasik,81,Story of Your Life,Books,940
1565,2025-01-01,V001,Prince of Dholakpur,Nasik,41,Prince of Dholakpur,Video Games ,1222
1566,2025-01-01,V002,Nario,Nasik,14,Nario,Video Games ,610
1567,2025-01-01,V003,Pacman,Nasik,52,Pacman,Video Games ,112
1568,2025-01-01,V004,LTA Wise City,Nasik,72,LTA Wise City,Video Games ,3000
1569,2025-01-01,V005,HIFA 2023,Nasik,46,HIFA 2023,Video Games ,2394
1570,2025-01-01,S001,Abibas Football,Nasik,6,Abibas Football ,Sports / Fitness,3150
1571,2025-01-01,S002,Rural Terrain Cycles,Nasik,11,Rural Terrain Cycles,Sports / Fitness,13559
1572,2025-01-01,S003,Monex Badminton Rackets,Nasik,18,Monex Badminton Rackets,Sports / Fitness,5400
1573,2025-01-01,S004,Yoga Mattress,Nasik,21,Yoga Mattress,Sports / Fitness,621
1574,2025-01-01,S005,Rocky Gym Set,Nasik,10,Rocky Gym Set,Sports / Fitness,14250
1575,2025-01-01,ME001,Pyllum Trimmers,Nasik,18,Pyllum Trimmers,Medicines/Healthcare,1740
1576,2025-01-01,ME002,Softcare Electric Toothbrush,Nasik,8,Softcare Electric Toothbrush,Medicines/Healthcare,1680
1577,2025-01-01,ME003,Leg Messager,Nasik,16,Leg Messager,Medicines/Healthcare,20900
1578,2025-01-01,ME004,NoFat Weighing Scale,Nasik,13,NoFat Weighing Scale,Medicines/Healthcare,747
1579,2025-01-01,ME005,Screw Activity Watch,Nasik,26,Screw Activity Watch,Medicines/Healthcare,1302
1580,2025-01-01,K001,SureIt Purifier,Nasik,29,SureIt Purifier,Kitchen ,4200
1581,2025-01-01,K002,Parrot Induction Stove,Nasik,1,Parrot Induction Stove,Kitchen ,2415
1582,2025-01-01,K003,Jalepenoware Tiffin,Nasik,34,Jalepenoware Tiffin,Kitchen ,424
1583,2025-01-01,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,10,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
1584,2025-01-01,K005,Mr.Clean Dishwasher,Nasik,11,Mr.Clean Dishwasher,Kitchen ,16140
1585,2025-01-01,H001,Blessing Atta 10kg pack,Nasik,104,Blessing Atta 10kg pack,Household  ,459
1586,2025-01-01,H002,Amazing CornFlakes,Nasik,64,Amazing CornFlakes,Household  ,178
1587,2025-01-01,H003,Tata Yellow Label,Nasik,69,Tata Yellow Label,Household  ,677
1588,2025-01-01,H004,Descafe Gold Blend coffee,Nasik,64,Descafe Gold Blend coffee,Household  ,516
1589,2025-01-01,H005,Handmade Basmati Rice,Nasik,36,Handmade Basmati Rice,Household  ,664
1590,2025-01-01,P001,Podigree Dog Food,Nasik,47,Podigree Dog Food,Pet Supplies,1498
1591,2025-01-01,P002,Matty Dog Bed,Nasik,44,Matty Dog Bed,Pet Supplies,5950
1592,2025-01-01,P003,Park Range Pet Shampoo,Nasik,68,Park Range Pet Shampoo,Pet Supplies,1196
1593,2025-01-01,P004,Old Mint Pet Shampoos,Nasik,79,Old Mint Pet Shampoos,Pet Supplies,1140
1594,2025-01-01,P005,Reflective Dog RainCoat,Nasik,34,Reflective Dog RainCoat,Pet Supplies,2688
1595,2025-01-01,G001,Crafting Chandlar,Nasik,18,Crafting Chandlar ,Gifting,1376
1596,2025-01-01,G002,Desi Kurti,Nasik,14,Desi Kurti,Gifting,2070
1597,2025-01-01,G003,Family Cake and Card Combo,Nasik,20,Family Cake and Card Combo,Gifting,1180
1598,2025-01-01,G004,Exact Flower Vase,Nasik,36,Exact Flower Vase,Gifting,4520
1599,2025-01-01,G005,Friends Dinner Set,Nasik,47,Friends Dinner Set,Gifting,5590
1600,2025-01-02,F001,Prateek England,Nasik,50,Prateek England,Fashion ,1104
1601,2025-01-02,F002,Lucy Phillepe,Nasik,29,Lucy Phillepe,Fashion ,2485
1602,2025-01-02,F003,Badlands,Nasik,39,Badlands,Fashion ,1425
1603,2025-01-02,F004,Allen Dolly,Nasik,79,Allen Dolly,Fashion ,2640
1604,2025-01-02,F005,Bucchi,Nasik,57,Bucchi,Fashion ,11299
1605,2025-01-02,M001,Jhaomi,Nasik,2,Jhaomi,Mobiles,32400
1606,2025-01-02,M002,Samson,Nasik,7,Samson,Mobiles,20750
1607,2025-01-02,M003,Mokia,Nasik,10,Mokia,Mobiles,12600
1608,2025-01-02,M004,Hotorola,Nasik,0,Hotorola,Mobiles,55000
1609,2025-01-02,M005,2plus,Nasik,4,2plus,Mobiles,39760
1610,2025-01-02,B001,Harry putar,Nasik,30,Harry putar ,Books,2610
1611,2025-01-02,B002,4 states,Nasik,14,4 states ,Books,892
1612,2025-01-02,B003,Shaktiman Returns,Nasik,33,Shaktiman Returns,Books,262
1613,2025-01-02,B004,Goli's Travel,Nasik,0,Goli's Travel,Books,540
1614,2025-01-02,B005,Story of Your Life,Nasik,51,Story of Your Life,Books,940
1615,2025-01-02,V001,Prince of Dholakpur,Nasik,101,Prince of Dholakpur,Video Games ,1222
1616,2025-01-02,V002,Nario,Nasik,60,Nario,Video Games ,610
1617,2025-01-02,V003,Pacman,Nasik,19,Pacman,Video Games ,112
1618,2025-01-02,V004,LTA Wise City,Nasik,2,LTA Wise City,Video Games ,3000
1619,2025-01-02,V005,HIFA 2023,Nasik,9,HIFA 2023,Video Games ,2394
1620,2025-01-02,S001,Abibas Football,Nasik,29,Abibas Football ,Sports / Fitness,3150
1621,2025-01-02,S002,Rural Terrain Cycles,Nasik,20,Rural Terrain Cycles,Sports / Fitness,13559
1622,2025-01-02,S003,Monex Badminton Rackets,Nasik,24,Monex Badminton Rackets,Sports / Fitness,5400
1623,2025-01-02,S004,Yoga Mattress,Nasik,2,Yoga Mattress,Sports / Fitness,621
1624,2025-01-02,S005,Rocky Gym Set,Nasik,1,Rocky Gym Set,Sports / Fitness,14250
1625,2025-01-02,ME001,Pyllum Trimmers,Nasik,25,Pyllum Trimmers,Medicines/Healthcare,1740
1626,2025-01-02,ME002,Softcare Electric Toothbrush,Nasik,10,Softcare Electric Toothbrush,Medicines/Healthcare,1680
1627,2025-01-02,ME003,Leg Messager,Nasik,13,Leg Messager,Medicines/Healthcare,20900
1628,2025-01-02,ME004,NoFat Weighing Scale,Nasik,4,NoFat Weighing Scale,Medicines/Healthcare,747
1629,2025-01-02,ME005,Screw Activity Watch,Nasik,37,Screw Activity Watch,Medicines/Healthcare,1302
1630,2025-01-02,K001,SureIt Purifier,Nasik,7,SureIt Purifier,Kitchen ,4200
1631,2025-01-02,K002,Parrot Induction Stove,Nasik,8,Parrot Induction Stove,Kitchen ,2415
1632,2025-01-02,K003,Jalepenoware Tiffin,Nasik,4,Jalepenoware Tiffin,Kitchen ,424
1633,2025-01-02,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,4,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
1634,2025-01-02,K005,Mr.Clean Dishwasher,Nasik,39,Mr.Clean Dishwasher,Kitchen ,16140
1635,2025-01-02,H001,Blessing Atta 10kg pack,Nasik,112,Blessing Atta 10kg pack,Household  ,459
1636,2025-01-02,H002,Amazing CornFlakes,Nasik,64,Amazing CornFlakes,Household  ,178
1637,2025-01-02,H003,Tata Yellow Label,Nasik,29,Tata Yellow Label,Household  ,677
1638,2025-01-02,H004,Descafe Gold Blend coffee,Nasik,79,Descafe Gold Blend coffee,Household  ,516
1639,2025-01-02,H005,Handmade Basmati Rice,Nasik,22,Handmade Basmati Rice,Household  ,664
1640,2025-01-02,P001,Podigree Dog Food,Nasik,57,Podigree Dog Food,Pet Supplies,1498
1641,2025-01-02,P002,Matty Dog Bed,Nasik,54,Matty Dog Bed,Pet Supplies,5950
1642,2025-01-02,P003,Park Range Pet Shampoo,Nasik,60,Park Range Pet Shampoo,Pet Supplies,1196
1643,2025-01-02,P004,Old Mint Pet Shampoos,Nasik,52,Old Mint Pet Shampoos,Pet Supplies,1140
1644,2025-01-02,P005,Reflective Dog RainCoat,Nasik,62,Reflective Dog RainCoat,Pet Supplies,2688
1645,2025-01-02,G001,Crafting Chandlar,Nasik,54,Crafting Chandlar ,Gifting,1376
1646,2025-01-02,G002,Desi Kurti,Nasik,3,Desi Kurti,Gifting,2070
1647,2025-01-02,G003,Family Cake and Card Combo,Nasik,32,Family Cake and Card Combo,Gifting,1180
1648,2025-01-02,G004,Exact Flower Vase,Nasik,18,Exact Flower Vase,Gifting,4520
1649,2025-01-02,G005,Friends Dinner Set,Nasik,22,Friends Dinner Set,Gifting,5590
1650,2025-01-03,F001,Prateek England,Nasik,40,Prateek England,Fashion ,1104
1651,2025-01-03,F002,Lucy Phillepe,Nasik,46,Lucy Phillepe,Fashion ,2485
1652,2025-01-03,F003,Badlands,Nasik,52,Badlands,Fashion ,1425
1653,2025-01-03,F004,Allen Dolly,Nasik,77,Allen Dolly,Fashion ,2640
1654,2025-01-03,F005,Bucchi,Nasik,1,Bucchi,Fashion ,11299
1655,2025-01-03,M001,Jhaomi,Nasik,6,Jhaomi,Mobiles,32400
1656,2025-01-03,M002,Samson,Nasik,17,Samson,Mobiles,20750
1657,2025-01-03,M003,Mokia,Nasik,3,Mokia,Mobiles,12600
1658,2025-01-03,M004,Hotorola,Nasik,4,Hotorola,Mobiles,55000
1659,2025-01-03,M005,2plus,Nasik,13,2plus,Mobiles,39760
1660,2025-01-03,B001,Harry putar,Nasik,18,Harry putar ,Books,2610
1661,2025-01-03,B002,4 states,Nasik,0,4 states ,Books,892
1662,2025-01-03,B003,Shaktiman Returns,Nasik,19,Shaktiman Returns,Books,262
1663,2025-01-03,B004,Goli's Travel,Nasik,12,Goli's Travel,Books,540
1664,2025-01-03,B005,Story of Your Life,Nasik,111,Story of Your Life,Books,940
1665,2025-01-03,V001,Prince of Dholakpur,Nasik,18,Prince of Dholakpur,Video Games ,1222
1666,2025-01-03,V002,Nario,Nasik,59,Nario,Video Games ,610
1667,2025-01-03,V003,Pacman,Nasik,3,Pacman,Video Games ,112
1668,2025-01-03,V004,LTA Wise City,Nasik,60,LTA Wise City,Video Games ,3000
1669,2025-01-03,V005,HIFA 2023,Nasik,26,HIFA 2023,Video Games ,2394
1670,2025-01-03,S001,Abibas Football,Nasik,7,Abibas Football ,Sports / Fitness,3150
1671,2025-01-03,S002,Rural Terrain Cycles,Nasik,21,Rural Terrain Cycles,Sports / Fitness,13559
1672,2025-01-03,S003,Monex Badminton Rackets,Nasik,7,Monex Badminton Rackets,Sports / Fitness,5400
1673,2025-01-03,S004,Yoga Mattress,Nasik,0,Yoga Mattress,Sports / Fitness,621
1674,2025-01-03,S005,Rocky Gym Set,Nasik,10,Rocky Gym Set,Sports / Fitness,14250
1675,2025-01-03,ME001,Pyllum Trimmers,Nasik,6,Pyllum Trimmers,Medicines/Healthcare,1740
1676,2025-01-03,ME002,Softcare Electric Toothbrush,Nasik,17,Softcare Electric Toothbrush,Medicines/Healthcare,1680
1677,2025-01-03,ME003,Leg Messager,Nasik,8,Leg Messager,Medicines/Healthcare,20900
1678,2025-01-03,ME004,NoFat Weighing Scale,Nasik,34,NoFat Weighing Scale,Medicines/Healthcare,747
1679,2025-01-03,ME005,Screw Activity Watch,Nasik,13,Screw Activity Watch,Medicines/Healthcare,1302
1680,2025-01-03,K001,SureIt Purifier,Nasik,11,SureIt Purifier,Kitchen ,4200
1681,2025-01-03,K002,Parrot Induction Stove,Nasik,35,Parrot Induction Stove,Kitchen ,2415
1682,2025-01-03,K003,Jalepenoware Tiffin,Nasik,7,Jalepenoware Tiffin,Kitchen ,424
1683,2025-01-03,K004,Yamaka Rex 5000W Mixer Grinder,Nasik,7,Yamaka Rex 5000W Mixer Grinder,Kitchen ,945
1684,2025-01-03,K005,Mr.Clean Dishwasher,Nasik,36,Mr.Clean Dishwasher,Kitchen ,16140
1685,2025-01-03,H001,Blessing Atta 10kg pack,Nasik,60,Blessing Atta 10kg pack,Household  ,459
1686,2025-01-03,H002,Amazing CornFlakes,Nasik,34,Amazing CornFlakes,Household  ,178
1687,2025-01-03,H003,Tata Yellow Label,Nasik,82,Tata Yellow Label,Household  ,677
1688,2025-01-03,H004,Descafe Gold Blend coffee,Nasik,64,Descafe Gold Blend coffee,Household  ,516
1689,2025-01-03,H005,Handmade Basmati Rice,Nasik,129,Handmade Basmati Rice,Household  ,664
1690,2025-01-03,P001,Podigree Dog Food,Nasik,63,Podigree Dog Food,Pet Supplies,1498
1691,2025-01-03,P002,Matty Dog Bed,Nasik,48,Matty Dog Bed,Pet Supplies,5950
1692,2025-01-03,P003,Park Range Pet Shampoo,Nasik,42,Park Range Pet Shampoo,Pet Supplies,1196
1693,2025-01-03,P004,Old Mint Pet Shampoos,Nasik,6,Old Mint Pet Shampoos,Pet Supplies,1140
1694,2025-01-03,P005,Reflective Dog RainCoat,Nasik,30,Reflective Dog RainCoat,Pet Supplies,2688
1695,2025-01-03,G001,Crafting Chandlar,Nasik,65,Crafting Chandlar ,Gifting,1376
1696,2025-01-03,G002,Desi Kurti,Nasik,4,Desi Kurti,Gifting,2070
1697,2025-01-03,G003,Family Cake and Card Combo,Nasik,61,Family Cake and Card Combo,Gifting,1180
1698,2025-01-03,G004,Exact Flower Vase,Nasik,11,Exact Flower Vase,Gifting,4520
1699,2025-01-03,G005,Friends Dinner Set,Nasik,2,Friends Dinner Set,Gifting,5590
1700,2025-01-04,F001,Prateek England,Nasik,36,Prateek England,Fashion ,1104
1701,2025-01-04,F002,Lucy Phillepe,Nasik,106,Lucy Phillepe,Fashion ,2485
1702,2025-01-04,F003,Badlands,Nasik,76,Badlands,Fashion ,1425
1703,2025-01-04,F004,Allen Dolly,Nasik,71,Allen Dolly,Fashion ,2640
1704,2025-01-04,F005,Bucchi,Nasik,49,Bucchi,Fashion ,11299
1705,2025-01-04,M001,Jhaomi,Nasik,35,Jhaomi,Mobiles,32400
1706,2025-01-04,M002,Samson,Nasik,2,Samson,Mobiles,20750
1707,2025-01-04,M003,Mokia,Nasik,3,Mokia,Mobiles,12600
1708,2025-01-04,M004,Hotorola,Nasik,22,Hotorola,Mobiles,55000
1709,2025-01-04,M005,2plus,Nasik,29,2plus,Mobiles,39760
1710,2025-01-04,B001,Harry putar,Nasik,19,Harry putar ,Books,2610
1711,2025-01-04,B002,4 states,Nasik,26,4 states ,Books,892
1712,2025-01-04,B003,Shaktiman Returns,Nasik,4,Shaktiman Returns,Books,262
1713,2025-01-04,B004,Goli's Travel,Nasik,6,Goli's Travel,Books,540
1714,2025-01-04,B005,Story of Your Life,Nasik,36,Story of Your Life,Books,940
1715,2025-01-04,V001,Prince of Dholakpur,Nasik,35,Prince of Dholakpur,Video Games ,1222
1716,2025-01-04,V002,Nario,Nasik,5,Nario,Video Games ,610
1717,2025-01-04,V003,Pacman,Nasik,20,Pacman,Video Games ,112
1718,2025-01-04,V004,LTA Wise City,Nasik,17,LTA Wise City,Video Games ,3000
1719,2025-01-04,V005,HIFA 2023,Nasik,11,HIFA 2023,Video Games ,2394
1720,2025-01-04,S001,Abibas Football,Nasik,19,Abibas Football ,Sports / Fitness,3150
1721,2025-01-04,S002,Rural Terrain Cycles,Nasik,5,Rural Terrain Cycles,Sports / Fitness,13559
1722,2025-01-04,S003,Monex Badminton Rackets,Nasik,6,Monex Badminton Rackets,Sports / Fitness,5400
1723,2025-01-04,S004,Yoga Mattress,Nasik,0,Yoga Mattress,Sports / Fitness,621
1724,2025-01-04,S005,Rocky Gym Set,Nasik,9,Rocky Gym Set,Sports / Fitness,14250
1725,2025-01-04,ME001,Pyllum Trimmers,Nasik,9,Pyllum Trimmers,Medicines/Healthcare,1740
1726,2025-01-04,ME002,Softcare Electric Toothbrush,Nasik,36,Softcare Electric Toothbrush,Medicines/Healthcare,1680
1727,2025-01-04,ME003,Leg Messager,Nasik,10,Leg Messager,Medicines/Healthcare,20900
1728,2025-01-04,ME004,NoFat Weighing Scale,Nasik,5,NoFat Weighing Scale,Medicines/Healthcare,747
1729,2025-01-04,ME005,Screw Activity Watch,Nasik,3,Screw Activity Watch,Medicines/Healthcare,1302
1730,2025-01-04,K001,SureIt Purifier,Nasik,12,SureIt Purifier,Kitchen ,4200
1731,2025-01-04,K002,Parrot Induction Stove,Nasik,20,Parrot Induction Stove,Kitchen ,2415
1732,2025-01-04,K003,Jalepenoware Tiffin,Nasik,28,Jalepenoware Tiffin,Kitchen ,424
