SKU,City,Date,Units
V004,Pune,2025-01-18,58
V005,Pune,2025-01-18,66
S001,Pune,2025-01-18,40
S002,Pune,2025-01-18,20
S003,Pune,2025-01-18,46
S004,Pune,2025-01-18,34
S005,Pune,2025-01-18,20
ME001,Pune,2025-01-18,24
ME002,Pune,2025-01-18,27
ME003,Pune,2025-01-18,39
ME004,Pune,2025-01-18,16
ME005,Pune,2025-01-18,32
K001,Pune,2025-01-18,24
K002,Pune,2025-01-18,28
K003,Pune,2025-01-18,34
K004,Pune,2025-01-18,30
K005,Pune,2025-01-18,28
H001,Pune,2025-01-18,75
H002,Pune,2025-01-18,33
H003,Pune,2025-01-18,46
H004,Pune,2025-01-18,26
H005,Pune,2025-01-18,47
P001,Pune,2025-01-18,58
P002,Pune,2025-01-18,57
P003,Pune,2025-01-18,49
P004,Pune,2025-01-18,40
P005,Pune,2025-01-18,51
G001,Pune,2025-01-18,55
G002,Pune,2025-01-18,42
G003,Pune,2025-01-18,36
G004,Pune,2025-01-18,40
G005,Pune,2025-01-18,39
F001,Pune,2025-01-19,25
F002,Pune,2025-01-19,28
F003,Pune,2025-01-19,21
F004,Pune,2025-01-19,26
F005,Pune,2025-01-19,31
M001,Pune,2025-01-19,21
M002,Pune,2025-01-19,13
M003,Pune,2025-01-19,11
M004,Pune,2025-01-19,15
M005,Pune,2025-01-19,11
B001,Pune,2025-01-19,78
B002,Pune,2025-01-19,73
B003,Pune,2025-01-19,76
B004,Pune,2025-01-19,31
B005,Pune,2025-01-19,40
V001,Pune,2025-01-19,16
V002,Pune,2025-01-19,54
V003,Pune,2025-01-19,59
V004,Pune,2025-01-19,63
V005,Pune,2025-01-19,16
S001,Pune,2025-01-19,38
S002,Pune,2025-01-19,25
S003,Pune,2025-01-19,27
S004,Pune,2025-01-19,44
S005,Pune,2025-01-19,20
ME001,Pune,2025-01-19,19
ME002,Pune,2025-01-19,28
ME003,Pune,2025-01-19,29
ME004,Pune,2025-01-19,27
ME005,Pune,2025-01-19,27
K001,Pune,2025-01-19,22
K002,Pune,2025-01-19,28
K003,Pune,2025-01-19,25
K004,Pune,2025-01-19,34
K005,Pune,2025-01-19,24
H001,Pune,2025-01-19,74
H002,Pune,2025-01-19,21
H003,Pune,2025-01-19,38
H004,Pune,2025-01-19,36
H005,Pune,2025-01-19,62
P001,Pune,2025-01-19,50
P002,Pune,2025-01-19,38
P003,Pune,2025-01-19,51
P004,Pune,2025-01-19,42
P005,Pune,2025-01-19,44
G001,Pune,2025-01-19,40
G002,Pune,2025-01-19,40
G003,Pune,2025-01-19,38
G004,Pune,2025-01-19,40
G005,Pune,2025-01-19,42
F001,Pune,2025-01-20,22
F002,Pune,2025-01-20,29
F003,Pune,2025-01-20,21
F004,Pune,2025-01-20,31
F005,Pune,2025-01-20,26
M001,Pune,2025-01-20,19
M002,Pune,2025-01-20,20
M003,Pune,2025-01-20,21
M004,Pune,2025-01-20,25
M005,Pune,2025-01-20,18
B001,Pune,2025-01-20,36
B002,Pune,2025-01-20,66
B003,Pune,2025-01-20,28
B004,Pune,2025-01-20,32
B005,Pune,2025-01-20,38
V001,Pune,2025-01-20,63
V002,Pune,2025-01-20,61
V003,Pune,2025-01-20,59
V004,Pune,2025-01-20,65
V005,Pune,2025-01-20,79
S001,Pune,2025-01-20,41
S002,Pune,2025-01-20,17
S003,Pune,2025-01-20,42
S004,Pune,2025-01-20,32
S005,Pune,2025-01-20,16
ME001,Pune,2025-01-20,34
ME002,Pune,2025-01-20,27
ME003,Pune,2025-01-20,22
ME004,Pune,2025-01-20,25
ME005,Pune,2025-01-20,24
K001,Pune,2025-01-20,22
K002,Pune,2025-01-20,23
K003,Pune,2025-01-20,24
K004,Pune,2025-01-20,25
K005,Pune,2025-01-20,22
H001,Pune,2025-01-20,66
H002,Pune,2025-01-20,22
H003,Pune,2025-01-20,69
H004,Pune,2025-01-20,70
H005,Pune,2025-01-20,53
P001,Pune,2025-01-20,53
P002,Pune,2025-01-20,58
P003,Pune,2025-01-20,47
P004,Pune,2025-01-20,51
P005,Pune,2025-01-20,45
G001,Pune,2025-01-20,39
G002,Pune,2025-01-20,45
G003,Pune,2025-01-20,47
G004,Pune,2025-01-20,41
G005,Pune,2025-01-20,41
F001,Pune,2025-01-21,25
F002,Pune,2025-01-21,28
F003,Pune,2025-01-21,23
F004,Pune,2025-01-21,27
F005,Pune,2025-01-21,22
M001,Pune,2025-01-21,18
M002,Pune,2025-01-21,18
M003,Pune,2025-01-21,11
M004,Pune,2025-01-21,18
M005,Pune,2025-01-21,9
B001,Pune,2025-01-21,17
B002,Pune,2025-01-21,21
B003,Pune,2025-01-21,18
B004,Pune,2025-01-21,19
B005,Pune,2025-01-21,43
V001,Pune,2025-01-21,18
V002,Pune,2025-01-21,60
V003,Pune,2025-01-21,59
V004,Pune,2025-01-21,67
V005,Pune,2025-01-21,21
S001,Pune,2025-01-21,25
S002,Pune,2025-01-21,21
S003,Pune,2025-01-21,46
S004,Pune,2025-01-21,25
S005,Pune,2025-01-21,24
ME001,Pune,2025-01-21,23
ME002,Pune,2025-01-21,18
ME003,Pune,2025-01-21,23
ME004,Pune,2025-01-21,18
ME005,Pune,2025-01-21,24
K001,Pune,2025-01-21,18
K002,Pune,2025-01-21,25
K003,Pune,2025-01-21,24
K004,Pune,2025-01-21,29
K005,Pune,2025-01-21,27
H001,Pune,2025-01-21,71
H002,Pune,2025-01-21,76
H003,Pune,2025-01-21,47
H004,Pune,2025-01-21,70
H005,Pune,2025-01-21,31
P001,Pune,2025-01-21,56
P002,Pune,2025-01-21,37
P003,Pune,2025-01-21,42
P004,Pune,2025-01-21,51
P005,Pune,2025-01-21,50
G001,Pune,2025-01-21,40
G002,Pune,2025-01-21,36
G003,Pune,2025-01-21,45
G004,Pune,2025-01-21,41
G005,Pune,2025-01-21,47
F001,Pune,2025-01-22,21
F002,Pune,2025-01-22,25
F003,Pune,2025-01-22,32
F004,Pune,2025-01-22,20
F005,Pune,2025-01-22,28
M001,Pune,2025-01-22,26
M002,Pune,2025-01-22,13
M003,Pune,2025-01-22,9
M004,Pune,2025-01-22,14
M005,Pune,2025-01-22,17
B001,Pune,2025-01-22,20
B002,Pune,2025-01-22,23
B003,Pune,2025-01-22,24
B004,Pune,2025-01-22,19
B005,Pune,2025-01-22,46
V001,Pune,2025-01-22,21
V002,Pune,2025-01-22,57
V003,Pune,2025-01-22,55
V004,Pune,2025-01-22,58
V005,Pune,2025-01-22,27
S001,Pune,2025-01-22,32
S002,Pune,2025-01-22,26
S003,Pune,2025-01-22,46
S004,Pune,2025-01-22,38
S005,Pune,2025-01-22,23
ME001,Pune,2025-01-22,29
ME002,Pune,2025-01-22,39
ME003,Pune,2025-01-22,19
ME004,Pune,2025-01-22,36
ME005,Pune,2025-01-22,27
K001,Pune,2025-01-22,23
K002,Pune,2025-01-22,36
K003,Pune,2025-01-22,34
K004,Pune,2025-01-22,22
K005,Pune,2025-01-22,25
H001,Pune,2025-01-22,71
H002,Pune,2025-01-22,18
H003,Pune,2025-01-22,47
H004,Pune,2025-01-22,42
H005,Pune,2025-01-22,27
P001,Pune,2025-01-22,58
P002,Pune,2025-01-22,44
P003,Pune,2025-01-22,51
P004,Pune,2025-01-22,52
P005,Pune,2025-01-22,39
G001,Pune,2025-01-22,45
G002,Pune,2025-01-22,43
G003,Pune,2025-01-22,41
G004,Pune,2025-01-22,45
G005,Pune,2025-01-22,38
F001,Pune,2025-01-23,19
F002,Pune,2025-01-23,29
F003,Pune,2025-01-23,31
F004,Pune,2025-01-23,23
F005,Pune,2025-01-23,33
M001,Pune,2025-01-23,21
M002,Pune,2025-01-23,11
M003,Pune,2025-01-23,13
M004,Pune,2025-01-23,13
M005,Pune,2025-01-23,12
B001,Pune,2025-01-23,19
B002,Pune,2025-01-23,22
B003,Pune,2025-01-23,21
B004,Pune,2025-01-23,20
B005,Pune,2025-01-23,45
V001,Pune,2025-01-23,38
V002,Pune,2025-01-23,68
V003,Pune,2025-01-23,67
V004,Pune,2025-01-23,59
V005,Pune,2025-01-23,46
S001,Pune,2025-01-23,24
S002,Pune,2025-01-23,24
S003,Pune,2025-01-23,30
S004,Pune,2025-01-23,29
S005,Pune,2025-01-23,22
ME001,Pune,2025-01-23,24
ME002,Pune,2025-01-23,36
ME003,Pune,2025-01-23,30
ME004,Pune,2025-01-23,37
ME005,Pune,2025-01-23,20
K001,Pune,2025-01-23,38
K002,Pune,2025-01-23,20
K003,Pune,2025-01-23,29
K004,Pune,2025-01-23,23
K005,Pune,2025-01-23,30
H001,Pune,2025-01-23,75
H002,Pune,2025-01-23,27
H003,Pune,2025-01-23,60
H004,Pune,2025-01-23,74
H005,Pune,2025-01-23,35
P001,Pune,2025-01-23,42
P002,Pune,2025-01-23,49
P003,Pune,2025-01-23,47
P004,Pune,2025-01-23,44
P005,Pune,2025-01-23,53
G001,Pune,2025-01-23,43
G002,Pune,2025-01-23,41
G003,Pune,2025-01-23,44
G004,Pune,2025-01-23,33
G005,Pune,2025-01-23,37
F001,Pune,2025-01-24,31
F002,Pune,2025-01-24,30
F003,Pune,2025-01-24,31
F004,Pune,2025-01-24,24
F005,Pune,2025-01-24,19
M001,Pune,2025-01-24,24
M002,Pune,2025-01-24,11
M003,Pune,2025-01-24,12
M004,Pune,2025-01-24,19
M005,Pune,2025-01-24,15
B001,Pune,2025-01-24,21
B002,Pune,2025-01-24,17
B003,Pune,2025-01-24,21
B004,Pune,2025-01-24,20
B005,Pune,2025-01-24,47
V001,Pune,2025-01-24,21
V002,Pune,2025-01-24,67
V003,Pune,2025-01-24,61
V004,Pune,2025-01-24,56
V005,Pune,2025-01-24,21
S001,Pune,2025-01-24,20
S002,Pune,2025-01-24,29
S003,Pune,2025-01-24,23
S004,Pune,2025-01-24,22
S005,Pune,2025-01-24,30
ME001,Pune,2025-01-24,21
ME002,Pune,2025-01-24,26
ME003,Pune,2025-01-24,19
ME004,Pune,2025-01-24,21
ME005,Pune,2025-01-24,22
K001,Pune,2025-01-24,19
K002,Pune,2025-01-24,22
K003,Pune,2025-01-24,22
K004,Pune,2025-01-24,27
K005,Pune,2025-01-24,28
H001,Pune,2025-01-24,74
H002,Pune,2025-01-24,46
H003,Pune,2025-01-24,21
H004,Pune,2025-01-24,26
H005,Pune,2025-01-24,28
P001,Pune,2025-01-24,49
P002,Pune,2025-01-24,41
P003,Pune,2025-01-24,49
P004,Pune,2025-01-24,54
P005,Pune,2025-01-24,48
G001,Pune,2025-01-24,36
G002,Pune,2025-01-24,31
G003,Pune,2025-01-24,41
G004,Pune,2025-01-24,38
G005,Pune,2025-01-24,48
F001,Pune,2025-01-25,26
F002,Pune,2025-01-25,30
F003,Pune,2025-01-25,22
F004,Pune,2025-01-25,27
F005,Pune,2025-01-25,32
M001,Pune,2025-01-25,23
M002,Pune,2025-01-25,9
M003,Pune,2025-01-25,13
M004,Pune,2025-01-25,13
M005,Pune,2025-01-25,14
B001,Pune,2025-01-25,18
B002,Pune,2025-01-25,21
B003,Pune,2025-01-25,17
B004,Pune,2025-01-25,21
B005,Pune,2025-01-25,44
V001,Pune,2025-01-25,22
V002,Pune,2025-01-25,66
V003,Pune,2025-01-25,61
V004,Pune,2025-01-25,63
V005,Pune,2025-01-25,26
S001,Pune,2025-01-25,27
S002,Pune,2025-01-25,22
S003,Pune,2025-01-25,23
S004,Pune,2025-01-25,22
S005,Pune,2025-01-25,24
ME001,Pune,2025-01-25,28
ME002,Pune,2025-01-25,25
ME003,Pune,2025-01-25,18
ME004,Pune,2025-01-25,18
ME005,Pune,2025-01-25,20
K001,Pune,2025-01-25,23
K002,Pune,2025-01-25,29
K003,Pune,2025-01-25,22
K004,Pune,2025-01-25,20
K005,Pune,2025-01-25,29
H001,Pune,2025-01-25,78
H002,Pune,2025-01-25,46
H003,Pune,2025-01-25,18
H004,Pune,2025-01-25,22
H005,Pune,2025-01-25,22
P001,Pune,2025-01-25,55
P002,Pune,2025-01-25,40
P003,Pune,2025-01-25,60
P004,Pune,2025-01-25,43
P005,Pune,2025-01-25,48
G001,Pune,2025-01-25,57
G002,Pune,2025-01-25,31
G003,Pune,2025-01-25,43
G004,Pune,2025-01-25,42
G005,Pune,2025-01-25,37
F001,Pune,2025-01-26,30
F002,Pune,2025-01-26,24
F003,Pune,2025-01-26,30
F004,Pune,2025-01-26,28
F005,Pune,2025-01-26,31
M001,Pune,2025-01-26,23
M002,Pune,2025-01-26,12
M003,Pune,2025-01-26,14
M004,Pune,2025-01-26,14
M005,Pune,2025-01-26,11
B001,Pune,2025-01-26,22
B002,Pune,2025-01-26,22
B003,Pune,2025-01-26,21
B004,Pune,2025-01-26,19
B005,Pune,2025-01-26,43
V001,Pune,2025-01-26,19
V002,Pune,2025-01-26,55
V003,Pune,2025-01-26,61
V004,Pune,2025-01-26,67
V005,Pune,2025-01-26,19
S001,Pune,2025-01-26,25
S002,Pune,2025-01-26,27
S003,Pune,2025-01-26,22
S004,Pune,2025-01-26,20
S005,Pune,2025-01-26,22
ME001,Pune,2025-01-26,20
ME002,Pune,2025-01-26,25
ME003,Pune,2025-01-26,19
ME004,Pune,2025-01-26,26
ME005,Pune,2025-01-26,24
K001,Pune,2025-01-26,26
K002,Pune,2025-01-26,24
K003,Pune,2025-01-26,25
K004,Pune,2025-01-26,21
K005,Pune,2025-01-26,32
H001,Pune,2025-01-26,76
H002,Pune,2025-01-26,47
H003,Pune,2025-01-26,19
H004,Pune,2025-01-26,21
H005,Pune,2025-01-26,19
P001,Pune,2025-01-26,46
P002,Pune,2025-01-26,46
P003,Pune,2025-01-26,52
P004,Pune,2025-01-26,47
P005,Pune,2025-01-26,40
G001,Pune,2025-01-26,59
G002,Pune,2025-01-26,39
G003,Pune,2025-01-26,33
G004,Pune,2025-01-26,43
G005,Pune,2025-01-26,35
F001,Pune,2025-01-27,21
F002,Pune,2025-01-27,30
F003,Pune,2025-01-27,22
F004,Pune,2025-01-27,24
F005,Pune,2025-01-27,32
M001,Pune,2025-01-27,24
M002,Pune,2025-01-27,7
M003,Pune,2025-01-27,13
M004,Pune,2025-01-27,12
M005,Pune,2025-01-27,11
B001,Pune,2025-01-27,17
B002,Pune,2025-01-27,19
B003,Pune,2025-01-27,24
B004,Pune,2025-01-27,22
B005,Pune,2025-01-27,43
V001,Pune,2025-01-27,22
V002,Pune,2025-01-27,61
V003,Pune,2025-01-27,62
V004,Pune,2025-01-27,59
V005,Pune,2025-01-27,24
S001,Pune,2025-01-27,20
S002,Pune,2025-01-27,19
S003,Pune,2025-01-27,17
S004,Pune,2025-01-27,22
S005,Pune,2025-01-27,20
ME001,Pune,2025-01-27,17
ME002,Pune,2025-01-27,21
ME003,Pune,2025-01-27,27
ME004,Pune,2025-01-27,20
ME005,Pune,2025-01-27,20
K001,Pune,2025-01-27,25
K002,Pune,2025-01-27,26
K003,Pune,2025-01-27,24
K004,Pune,2025-01-27,20
K005,Pune,2025-01-27,29
H001,Pune,2025-01-27,79
H002,Pune,2025-01-27,42
H003,Pune,2025-01-27,29
H004,Pune,2025-01-27,19
H005,Pune,2025-01-27,26
P001,Pune,2025-01-27,52
P002,Pune,2025-01-27,47
P003,Pune,2025-01-27,41
P004,Pune,2025-01-27,41
P005,Pune,2025-01-27,52
G001,Pune,2025-01-27,49
G002,Pune,2025-01-27,41
G003,Pune,2025-01-27,45
G004,Pune,2025-01-27,46
G005,Pune,2025-01-27,34
F001,Pune,2025-01-28,34
F002,Pune,2025-01-28,23
F003,Pune,2025-01-28,30
F004,Pune,2025-01-28,31
F005,Pune,2025-01-28,25
M001,Pune,2025-01-28,19
M002,Pune,2025-01-28,12
M003,Pune,2025-01-28,14
M004,Pune,2025-01-28,14
M005,Pune,2025-01-28,20
B001,Pune,2025-01-28,20
B002,Pune,2025-01-28,19
B003,Pune,2025-01-28,23
B004,Pune,2025-01-28,18
B005,Pune,2025-01-28,41
V001,Pune,2025-01-28,16
V002,Pune,2025-01-28,64
V003,Pune,2025-01-28,55
V004,Pune,2025-01-28,65
V005,Pune,2025-01-28,20
S001,Pune,2025-01-28,25
S002,Pune,2025-01-28,28
S003,Pune,2025-01-28,26
S004,Pune,2025-01-28,16
S005,Pune,2025-01-28,18
ME001,Pune,2025-01-28,27
ME002,Pune,2025-01-28,17
ME003,Pune,2025-01-28,24
ME004,Pune,2025-01-28,22
ME005,Pune,2025-01-28,22
K001,Pune,2025-01-28,18
K002,Pune,2025-01-28,27
K003,Pune,2025-01-28,24
K004,Pune,2025-01-28,18
K005,Pune,2025-01-28,31
H001,Pune,2025-01-28,76
H002,Pune,2025-01-28,46
H003,Pune,2025-01-28,25
H004,Pune,2025-01-28,17
H005,Pune,2025-01-28,20
P001,Pune,2025-01-28,58
P002,Pune,2025-01-28,54
P003,Pune,2025-01-28,43
P004,Pune,2025-01-28,40
P005,Pune,2025-01-28,51
G001,Pune,2025-01-28,43
G002,Pune,2025-01-28,36
G003,Pune,2025-01-28,32
G004,Pune,2025-01-28,47
G005,Pune,2025-01-28,39
F001,Pune,2025-01-29,30
F002,Pune,2025-01-29,33
F003,Pune,2025-01-29,33
F004,Pune,2025-01-29,27
F005,Pune,2025-01-29,23
M001,Pune,2025-01-29,24
M002,Pune,2025-01-29,8
M003,Pune,2025-01-29,7
M004,Pune,2025-01-29,15
M005,Pune,2025-01-29,8
B001,Pune,2025-01-29,21
B002,Pune,2025-01-29,22
B003,Pune,2025-01-29,20
B004,Pune,2025-01-29,19
B005,Pune,2025-01-29,48
V001,Pune,2025-01-29,23
V002,Pune,2025-01-29,61
V003,Pune,2025-01-29,64
V004,Pune,2025-01-29,62
V005,Pune,2025-01-29,26
S001,Pune,2025-01-29,26
S002,Pune,2025-01-29,24
S003,Pune,2025-01-29,21
S004,Pune,2025-01-29,26
S005,Pune,2025-01-29,20
ME001,Pune,2025-01-29,18
ME002,Pune,2025-01-29,24
ME003,Pune,2025-01-29,24
ME004,Pune,2025-01-29,20
ME005,Pune,2025-01-29,21
K001,Pune,2025-01-29,22
K002,Pune,2025-01-29,22
K003,Pune,2025-01-29,27
K004,Pune,2025-01-29,25
K005,Pune,2025-01-29,30
H001,Pune,2025-01-29,72
H002,Pune,2025-01-29,47
H003,Pune,2025-01-29,25
H004,Pune,2025-01-29,27
H005,Pune,2025-01-29,25
P001,Pune,2025-01-29,53
P002,Pune,2025-01-29,48
P003,Pune,2025-01-29,47
P004,Pune,2025-01-29,46
P005,Pune,2025-01-29,49
G001,Pune,2025-01-29,51
G002,Pune,2025-01-29,38
G003,Pune,2025-01-29,39
G004,Pune,2025-01-29,48
G005,Pune,2025-01-29,46
F001,Pune,2025-01-30,22
F002,Pune,2025-01-30,32
F003,Pune,2025-01-30,26
F004,Pune,2025-01-30,22
F005,Pune,2025-01-30,30
M001,Pune,2025-01-30,26
M002,Pune,2025-01-30,16
M003,Pune,2025-01-30,12
M004,Pune,2025-01-30,7
M005,Pune,2025-01-30,13
B001,Pune,2025-01-30,22
B002,Pune,2025-01-30,21
B003,Pune,2025-01-30,17
B004,Pune,2025-01-30,19
B005,Pune,2025-01-30,44
V001,Pune,2025-01-30,20
V002,Pune,2025-01-30,59
V003,Pune,2025-01-30,59
V004,Pune,2025-01-30,57
V005,Pune,2025-01-30,28
S001,Pune,2025-01-30,24
S002,Pune,2025-01-30,21
S003,Pune,2025-01-30,19
S004,Pune,2025-01-30,25
S005,Pune,2025-01-30,20
ME001,Pune,2025-01-30,25
ME002,Pune,2025-01-30,28
ME003,Pune,2025-01-30,26
ME004,Pune,2025-01-30,25
ME005,Pune,2025-01-30,23
K001,Pune,2025-01-30,19
K002,Pune,2025-01-30,20
K003,Pune,2025-01-30,19
K004,Pune,2025-01-30,19
K005,Pune,2025-01-30,27
H001,Pune,2025-01-30,68
H002,Pune,2025-01-30,45
H003,Pune,2025-01-30,21
H004,Pune,2025-01-30,28
H005,Pune,2025-01-30,18
P001,Pune,2025-01-30,40
P002,Pune,2025-01-30,37
P003,Pune,2025-01-30,42
P004,Pune,2025-01-30,44
P005,Pune,2025-01-30,45
G001,Pune,2025-01-30,42
G002,Pune,2025-01-30,32
G003,Pune,2025-01-30,44
G004,Pune,2025-01-30,45
G005,Pune,2025-01-30,49
F001,Pune,2025-01-31,30
F002,Pune,2025-01-31,33
F003,Pune,2025-01-31,32
F004,Pune,2025-01-31,26
F005,Pune,2025-01-31,21
M001,Pune,2025-01-31,21
M002,Pune,2025-01-31,10
M003,Pune,2025-01-31,7
M004,Pune,2025-01-31,18
M005,Pune,2025-01-31,8
B001,Pune,2025-01-31,20
B002,Pune,2025-01-31,24
B003,Pune,2025-01-31,19
B004,Pune,2025-01-31,21
B005,Pune,2025-01-31,46
V001,Pune,2025-01-31,20
V002,Pune,2025-01-31,59
V003,Pune,2025-01-31,66
V004,Pune,2025-01-31,60
V005,Pune,2025-01-31,26
S001,Pune,2025-01-31,23
S002,Pune,2025-01-31,20
S003,Pune,2025-01-31,18
S004,Pune,2025-01-31,27
S005,Pune,2025-01-31,20
ME001,Pune,2025-01-31,16
ME002,Pune,2025-01-31,23
ME003,Pune,2025-01-31,25
ME004,Pune,2025-01-31,18
ME005,Pune,2025-01-31,17
K001,Pune,2025-01-31,20
K002,Pune,2025-01-31,24
K003,Pune,2025-01-31,29
K004,Pune,2025-01-31,24
K005,Pune,2025-01-31,32
H001,Pune,2025-01-31,70
H002,Pune,2025-01-31,45
H003,Pune,2025-01-31,25
H004,Pune,2025-01-31,28
H005,Pune,2025-01-31,26
P001,Pune,2025-01-31,55
P002,Pune,2025-01-31,50
P003,Pune,2025-01-31,44
P004,Pune,2025-01-31,49
P005,Pune,2025-01-31,49
G001,Pune,2025-01-31,51
G002,Pune,2025-01-31,38
G003,Pune,2025-01-31,36
G004,Pune,2025-01-31,45
G005,Pune,2025-01-31,47
F001,Aurangabad,2025-01-01,21
F002,Aurangabad,2025-01-01,26
F003,Aurangabad,2025-01-01,18
F004,Aurangabad,2025-01-01,24
F005,Aurangabad,2025-01-01,22
M001,Aurangabad,2025-01-01,24
M002,Aurangabad,2025-01-01,17
M003,Aurangabad,2025-01-01,17
M004,Aurangabad,2025-01-01,25
M005,Aurangabad,2025-01-01,20
B001,Aurangabad,2025-01-01,21
B002,Aurangabad,2025-01-01,27
B003,Aurangabad,2025-01-01,28
B004,Aurangabad,2025-01-01,20
B005,Aurangabad,2025-01-01,41
V001,Aurangabad,2025-01-01,37
V002,Aurangabad,2025-01-01,57
V003,Aurangabad,2025-01-01,61
V004,Aurangabad,2025-01-01,59
V005,Aurangabad,2025-01-01,42
S001,Aurangabad,2025-01-01,31
S002,Aurangabad,2025-01-01,25
S003,Aurangabad,2025-01-01,32
S004,Aurangabad,2025-01-01,44
S005,Aurangabad,2025-01-01,22
ME001,Aurangabad,2025-01-01,21
ME002,Aurangabad,2025-01-01,19
ME003,Aurangabad,2025-01-01,24
ME004,Aurangabad,2025-01-01,19
ME005,Aurangabad,2025-01-01,20
K001,Aurangabad,2025-01-01,25
K002,Aurangabad,2025-01-01,19
K003,Aurangabad,2025-01-01,19
K004,Aurangabad,2025-01-01,19
K005,Aurangabad,2025-01-01,30
H001,Aurangabad,2025-01-01,71
H002,Aurangabad,2025-01-01,78
H003,Aurangabad,2025-01-01,72
H004,Aurangabad,2025-01-01,88
H005,Aurangabad,2025-01-01,72
P001,Aurangabad,2025-01-01,45
P002,Aurangabad,2025-01-01,45
P003,Aurangabad,2025-01-01,42
P004,Aurangabad,2025-01-01,56
P005,Aurangabad,2025-01-01,54
G001,Aurangabad,2025-01-01,39
G002,Aurangabad,2025-01-01,42
G003,Aurangabad,2025-01-01,43
G004,Aurangabad,2025-01-01,43
G005,Aurangabad,2025-01-01,42
F001,Aurangabad,2025-01-02,19
F002,Aurangabad,2025-01-02,19
F003,Aurangabad,2025-01-02,30
F004,Aurangabad,2025-01-02,26
F005,Aurangabad,2025-01-02,22
M001,Aurangabad,2025-01-02,21
M002,Aurangabad,2025-01-02,18
M003,Aurangabad,2025-01-02,28
M004,Aurangabad,2025-01-02,25
M005,Aurangabad,2025-01-02,26
B001,Aurangabad,2025-01-02,24
B002,Aurangabad,2025-01-02,26
B003,Aurangabad,2025-01-02,25
B004,Aurangabad,2025-01-02,28
B005,Aurangabad,2025-01-02,39
V001,Aurangabad,2025-01-02,31
V002,Aurangabad,2025-01-02,61
V003,Aurangabad,2025-01-02,67
V004,Aurangabad,2025-01-02,58
V005,Aurangabad,2025-01-02,40
S001,Aurangabad,2025-01-02,38
S002,Aurangabad,2025-01-02,23
S003,Aurangabad,2025-01-02,48
S004,Aurangabad,2025-01-02,43
S005,Aurangabad,2025-01-02,20
ME001,Aurangabad,2025-01-02,23
ME002,Aurangabad,2025-01-02,21
ME003,Aurangabad,2025-01-02,25
ME004,Aurangabad,2025-01-02,24
ME005,Aurangabad,2025-01-02,17
K001,Aurangabad,2025-01-02,25
K002,Aurangabad,2025-01-02,21
K003,Aurangabad,2025-01-02,21
K004,Aurangabad,2025-01-02,22
K005,Aurangabad,2025-01-02,29
H001,Aurangabad,2025-01-02,72
H002,Aurangabad,2025-01-02,60
H003,Aurangabad,2025-01-02,69
H004,Aurangabad,2025-01-02,84
H005,Aurangabad,2025-01-02,63
P001,Aurangabad,2025-01-02,47
P002,Aurangabad,2025-01-02,47
P003,Aurangabad,2025-01-02,49
P004,Aurangabad,2025-01-02,58
P005,Aurangabad,2025-01-02,51
G001,Aurangabad,2025-01-02,54
G002,Aurangabad,2025-01-02,47
G003,Aurangabad,2025-01-02,45
G004,Aurangabad,2025-01-02,46
G005,Aurangabad,2025-01-02,34
F001,Aurangabad,2025-01-03,20
F002,Aurangabad,2025-01-03,27
F003,Aurangabad,2025-01-03,21
F004,Aurangabad,2025-01-03,21
F005,Aurangabad,2025-01-03,22
M001,Aurangabad,2025-01-03,22
M002,Aurangabad,2025-01-03,19
M003,Aurangabad,2025-01-03,24
M004,Aurangabad,2025-01-03,23
M005,Aurangabad,2025-01-03,21
B001,Aurangabad,2025-01-03,23
B002,Aurangabad,2025-01-03,21
B003,Aurangabad,2025-01-03,22
B004,Aurangabad,2025-01-03,30
B005,Aurangabad,2025-01-03,50
V001,Aurangabad,2025-01-03,43
V002,Aurangabad,2025-01-03,60
V003,Aurangabad,2025-01-03,60
V004,Aurangabad,2025-01-03,51
V005,Aurangabad,2025-01-03,33
S001,Aurangabad,2025-01-03,45
S002,Aurangabad,2025-01-03,17
S003,Aurangabad,2025-01-03,26
S004,Aurangabad,2025-01-03,31
S005,Aurangabad,2025-01-03,22
ME001,Aurangabad,2025-01-03,25
ME002,Aurangabad,2025-01-03,17
ME003,Aurangabad,2025-01-03,19
ME004,Aurangabad,2025-01-03,19
ME005,Aurangabad,2025-01-03,25
K001,Aurangabad,2025-01-03,22
K002,Aurangabad,2025-01-03,19
K003,Aurangabad,2025-01-03,19
K004,Aurangabad,2025-01-03,23
K005,Aurangabad,2025-01-03,27
H001,Aurangabad,2025-01-03,73
H002,Aurangabad,2025-01-03,77
H003,Aurangabad,2025-01-03,79
H004,Aurangabad,2025-01-03,60
H005,Aurangabad,2025-01-03,64
P001,Aurangabad,2025-01-03,43
P002,Aurangabad,2025-01-03,41
P003,Aurangabad,2025-01-03,57
P004,Aurangabad,2025-01-03,46
P005,Aurangabad,2025-01-03,58
G001,Aurangabad,2025-01-03,40
G002,Aurangabad,2025-01-03,46
G003,Aurangabad,2025-01-03,33
G004,Aurangabad,2025-01-03,41
G005,Aurangabad,2025-01-03,41
F001,Aurangabad,2025-01-04,28
F002,Aurangabad,2025-01-04,21
F003,Aurangabad,2025-01-04,21
F004,Aurangabad,2025-01-04,27
F005,Aurangabad,2025-01-04,22
M001,Aurangabad,2025-01-04,21
M002,Aurangabad,2025-01-04,19
